F4JJF6_ARATH_A_1_elong	F4JJF6_ARATH_A_1_elong
KI2LB_HUMAN_A_1_elong	KI2LB_HUMAN_A_1_elong
KI2LB_HUMAN_A_1_elong	KI3L3_HUMAN_A_1_elong
KI2LB_HUMAN_A_1_elong	KI2LA_HUMAN_A_1_elong
Q54GF3_DICDI_A_1_elong	Q54GF3_DICDI_A_1_elong
APY4_ARATH_A_1_elong	APY4_ARATH_A_1_elong
UROL1_HUMAN_A_1_elong	UROL1_HUMAN_A_1_elong
RYK_HUMAN_A_1_elong	RYK_HUMAN_A_1_elong
TBC20_HUMAN_A_1_elong	TBC20_HUMAN_A_1_elong
YKGR_ECOLI_A_1_elong	YKGR_ECOLI_A_1_elong
YK096_YEAST_A_1_elong	YK096_YEAST_A_1_elong
Y1141_ARATH_A_1_elong	Y1141_ARATH_A_1_elong
PPID_ECOLI_A_1_elong	PPID_ECOLI_A_1_elong
Y5374_ARATH_A_1_elong	Y5374_ARATH_A_1_elong
SYT14_HUMAN_A_1_elong	SYT14_HUMAN_A_1_elong
UD15_HUMAN_A_1_elong	UD15_HUMAN_A_1_elong
UD15_HUMAN_A_1_elong	UD13_HUMAN_A_1_elong
UD15_HUMAN_A_1_elong	UD11_HUMAN_A_1_elong
UD15_HUMAN_A_1_elong	UD18_HUMAN_A_1_elong
UD15_HUMAN_A_1_elong	UD14_HUMAN_A_1_elong
UD15_HUMAN_A_1_elong	UD110_HUMAN_A_1_elong
UD15_HUMAN_A_1_elong	UD17_HUMAN_A_1_elong
UD15_HUMAN_A_1_elong	UD19_HUMAN_A_1_elong
SIA7C_HUMAN_A_1_elong	SIA7C_HUMAN_A_1_elong
YD211_YEAST_A_1_elong	YD211_YEAST_A_1_elong
CD79A_HUMAN_A_1_elong	CD79A_HUMAN_A_1_elong
CD79A_HUMAN_A_1_elong	7wso_A_1_elong
CD79A_HUMAN_A_1_elong	8e4c_C_1_elong
CD79A_HUMAN_A_1_elong	7xt6_A_1_elong
CD79A_HUMAN_A_1_elong	8ema_C_1_elong
CD79A_HUMAN_A_1_elong	7xq8_A_1_elong
PERK2_ARATH_A_1_elong	PERK2_ARATH_A_1_elong
Y4990_ARATH_A_1_elong	Y4990_ARATH_A_1_elong
VAP13_ARATH_A_1_elong	VAP13_ARATH_A_1_elong
B120_ARATH_A_1_elong	B120_ARATH_A_1_elong
C71AG_ARATH_A_1_elong	C71AG_ARATH_A_1_elong
CLM9_HUMAN_A_1_elong	CLM9_HUMAN_A_1_elong
MPS2_YEAST_A_1_elong	MPS2_YEAST_A_1_elong
YNHF_ECOLI_A_1_elong	YNHF_ECOLI_A_1_elong
SYJ2B_HUMAN_A_1_elong	SYJ2B_HUMAN_A_1_elong
MNARL_HUMAN_A_1_elong	MNARL_HUMAN_A_1_elong
EVI2A_HUMAN_A_1_elong	EVI2A_HUMAN_A_1_elong
PCDH7_HUMAN_A_1_elong	PCDH7_HUMAN_A_1_elong
ATL23_ARATH_A_1_elong	ATL23_ARATH_A_1_elong
YD381_YEAST_A_1_elong	YD381_YEAST_A_1_elong
SMIM1_HUMAN_A_1_elong	SMIM1_HUMAN_A_1_elong
SDC1_HUMAN_A_1_elong	SDC1_HUMAN_A_1_elong
Y4245_ARATH_A_1_elong	Y4245_ARATH_A_1_elong
Y1853_ARATH_A_1_elong	Y1853_ARATH_A_1_elong
ESMD1_ARATH_A_1_elong	ESMD1_ARATH_A_1_elong
IL18R_HUMAN_A_1_elong	IL18R_HUMAN_A_1_elong
PMRR_ECOLI_A_1_elong	PMRR_ECOLI_A_1_elong
CLC14_HUMAN_A_1_elong	CLC14_HUMAN_A_1_elong
F4J7U3_ARATH_A_1_elong	F4J7U3_ARATH_A_1_elong
SGCG_HUMAN_A_1_elong	SGCG_HUMAN_A_1_elong
SGCG_HUMAN_A_1_elong	SGCZ_HUMAN_A_1_elong
SGCG_HUMAN_A_1_elong	SGCD_HUMAN_A_1_elong
YD209_YEAST_A_1_elong	YD209_YEAST_A_1_elong
ECM38_YEAST_A_1_elong	ECM38_YEAST_A_1_elong
CNT3B_HUMAN_A_1_elong	CNT3B_HUMAN_A_1_elong
CNT3B_HUMAN_A_1_elong	CNTP5_HUMAN_A_1_elong
CNT3B_HUMAN_A_1_elong	CNTP3_HUMAN_A_1_elong
ASPH1_HUMAN_A_1_elong	ASPH1_HUMAN_A_1_elong
NETO2_HUMAN_A_1_elong	NETO2_HUMAN_A_1_elong
GOS11_ARATH_A_1_elong	GOS11_ARATH_A_1_elong
MXRA8_HUMAN_A_1_elong	MXRA8_HUMAN_A_1_elong
IMPG2_HUMAN_A_1_elong	IMPG2_HUMAN_A_1_elong
CX7A1_HUMAN_A_1_elong	CX7A1_HUMAN_A_1_elong
SIM16_HUMAN_A_1_elong	SIM16_HUMAN_A_1_elong
Q9T0A8_ARATH_A_1_elong	Q9T0A8_ARATH_A_1_elong
C7G010_DICDI_A_1_elong	C7G010_DICDI_A_1_elong
ROR2_HUMAN_A_1_elong	ROR2_HUMAN_A_1_elong
ROR2_HUMAN_A_1_elong	ROR1_HUMAN_A_1_elong
ANKMT_HUMAN_A_1_elong	ANKMT_HUMAN_A_1_elong
CD1A_HUMAN_A_1_elong	CD1A_HUMAN_A_1_elong
GATL8_ARATH_A_1_elong	GATL8_ARATH_A_1_elong
CAD24_HUMAN_A_1_elong	CAD24_HUMAN_A_1_elong
PLXD1_HUMAN_A_1_elong	PLXD1_HUMAN_A_1_elong
CGR2_ARATH_A_1_elong	CGR2_ARATH_A_1_elong
CGR2_ARATH_A_1_elong	CGR3_ARATH_A_1_elong
FMO5_HUMAN_A_1_elong	FMO5_HUMAN_A_1_elong
VA712_ARATH_A_1_elong	VA712_ARATH_A_1_elong
F4ITP5_ARATH_A_1_elong	F4ITP5_ARATH_A_1_elong
CR3L2_HUMAN_A_1_elong	CR3L2_HUMAN_A_1_elong
ASAH2_HUMAN_A_1_elong	ASAH2_HUMAN_A_1_elong
MCR1_YEAST_A_1_elong	MCR1_YEAST_A_1_elong
PEX13_YEAST_A_1_elong	PEX13_YEAST_A_1_elong
TO201_ARATH_A_1_elong	TO201_ARATH_A_1_elong
TO201_ARATH_A_1_elong	TO203_ARATH_A_1_elong
TO201_ARATH_A_1_elong	TO204_ARATH_A_1_elong
Q9S732_ARATH_A_1_elong	Q9S732_ARATH_A_1_elong
MIRO2_HUMAN_A_1_elong	MIRO2_HUMAN_A_1_elong
F4KBV3_ARATH_A_1_elong	F4KBV3_ARATH_A_1_elong
GPI8_HUMAN_A_1_elong	GPI8_HUMAN_A_1_elong
AXL2_YEAST_A_1_elong	AXL2_YEAST_A_1_elong
CA2D1_HUMAN_A_1_elong	CA2D1_HUMAN_A_1_elong
CSI2_YEAST_A_1_elong	CSI2_YEAST_A_1_elong
RHD32_ARATH_A_1_elong	RHD32_ARATH_A_1_elong
DINQ_ECOLI_A_1_elong	DINQ_ECOLI_A_1_elong
GT7_ARATH_A_1_elong	GT7_ARATH_A_1_elong
GT7_ARATH_A_1_elong	GT6_ARATH_A_1_elong
F4K231_ARATH_A_1_elong	F4K231_ARATH_A_1_elong
CRR3_ARATH_A_1_elong	CRR3_ARATH_A_1_elong
2kix_A_1_elong	2kix_A_1_elong
2kix_A_1_elong	2kix_B_1_elong
2kix_A_1_elong	2kix_C_1_elong
2kix_A_1_elong	2kix_D_1_elong
2m3e_A_1_elong	2m3e_A_1_elong
2m3e_A_1_elong	ITAL_HUMAN_A_1_elong
5wda_Y_1_elong	5wda_Y_1_elong
6e10_1_3_elong	6e10_1_3_elong
6e10_e_1_elong	6e10_e_1_elong
6e10_e_1_elong	6e10_d_1_elong
6e10_e_1_elong	6e10_c_1_elong
6e10_e_1_elong	6e10_b_1_elong
6e10_e_1_elong	6e11_d_1_elong
6e10_e_1_elong	6e11_d_2_elong
6e10_e_1_elong	6e11_c_1_elong
6e10_e_1_elong	6e11_b_1_elong
6e10_e_1_elong	6e11_a_1_elong
6e10_e_1_elong	6e11_a_2_elong
6e10_e_1_elong	6e11_g_1_elong
6e10_e_1_elong	6e11_g_2_elong
6e10_e_1_elong	6e11_f_1_elong
6e10_e_1_elong	6e11_f_2_elong
6e10_e_1_elong	6e11_e_1_elong
6e10_e_1_elong	6e11_e_2_elong
6e10_e_1_elong	6e10_a_1_elong
6e10_e_1_elong	6e10_g_1_elong
6e10_e_1_elong	6e10_f_1_elong
6mid_C_2_elong	6mid_C_2_elong
6lkd_A_1_elong	6lkd_A_1_elong
6lkd_A_1_elong	KMO_HUMAN_A_1_elong
6lkd_A_1_elong	6lke_A_1_elong
7lch_D_1_elong	7lch_D_1_elong
7lch_D_1_elong	7lch_F_1_elong
7lch_D_1_elong	7lcg_B_1_elong
7lch_D_1_elong	5ywp_B_1_elong
7lch_D_1_elong	7lcg_D_1_elong
7lch_D_1_elong	7lcg_F_1_elong
7lch_D_1_elong	5ywp_D_1_elong
7lch_D_1_elong	5ywp_F_1_elong
7lch_D_1_elong	7lch_B_1_elong
7v3f_E_1_elong	7v3f_E_1_elong
7v3f_E_1_elong	3j2p_D_2_elong
7v3f_E_1_elong	7v3h_D_1_elong
7v3f_E_1_elong	7v3h_F_1_elong
7v3f_E_1_elong	7v3f_D_1_elong
7v3f_E_1_elong	7v3f_F_1_elong
7v3f_E_1_elong	7v3g_E_1_elong
7v3f_E_1_elong	7v3g_D_1_elong
7v3f_E_1_elong	7v3g_F_1_elong
7v3f_E_1_elong	3j2p_B_1_elong
7v3f_E_1_elong	3j2p_B_2_elong
7v3f_E_1_elong	7v3h_E_1_elong
7v3f_E_1_elong	3j2p_D_1_elong
2k58_B_1_elong	2k58_B_1_elong
HXKL2_ARATH_A_1_elong	HXKL2_ARATH_A_1_elong
YPS7_YEAST_A_1_elong	YPS7_YEAST_A_1_elong
TBL5_ARATH_A_1_elong	TBL5_ARATH_A_1_elong
Q54KR8_DICDI_A_1_elong	Q54KR8_DICDI_A_1_elong
Y9596_DICDI_A_1_elong	Y9596_DICDI_A_1_elong
CE060_HUMAN_A_1_elong	CE060_HUMAN_A_1_elong
C94B3_ARATH_A_1_elong	C94B3_ARATH_A_1_elong
GATL6_ARATH_A_1_elong	GATL6_ARATH_A_1_elong
YO268_YEAST_A_1_elong	YO268_YEAST_A_1_elong
TIKI1_HUMAN_A_1_elong	TIKI1_HUMAN_A_1_elong
SMI21_HUMAN_A_1_elong	SMI21_HUMAN_A_1_elong
Y1495_METJA_A_1_elong	Y1495_METJA_A_1_elong
Q556R8_DICDI_A_1_elong	Q556R8_DICDI_A_1_elong
ADCL4_HUMAN_A_1_elong	ADCL4_HUMAN_A_1_elong
Q54TM1_DICDI_A_1_elong	Q54TM1_DICDI_A_1_elong
Q54S39_DICDI_A_1_elong	Q54S39_DICDI_A_1_elong
F4J800_ARATH_A_1_elong	F4J800_ARATH_A_1_elong
SEM6B_HUMAN_A_1_elong	SEM6B_HUMAN_A_1_elong
F4K685_ARATH_A_1_elong	F4K685_ARATH_A_1_elong
Q54YY9_DICDI_A_1_elong	Q54YY9_DICDI_A_1_elong
F4IJS1_ARATH_A_1_elong	F4IJS1_ARATH_A_1_elong
YQIK_ECOLI_A_1_elong	YQIK_ECOLI_A_1_elong
F4HY10_ARATH_A_1_elong	F4HY10_ARATH_A_1_elong
C79B3_ARATH_A_1_elong	C79B3_ARATH_A_1_elong
MLTG_ECOLI_A_1_elong	MLTG_ECOLI_A_1_elong
CS018_HUMAN_A_1_elong	CS018_HUMAN_A_1_elong
TM119_HUMAN_A_1_elong	TM119_HUMAN_A_1_elong
TMM89_HUMAN_A_1_elong	TMM89_HUMAN_A_1_elong
XYLT_ARATH_A_1_elong	XYLT_ARATH_A_1_elong
Q54JP6_DICDI_A_1_elong	Q54JP6_DICDI_A_1_elong
CHSTC_HUMAN_A_1_elong	CHSTC_HUMAN_A_1_elong
Q8GXY6_ARATH_A_1_elong	Q8GXY6_ARATH_A_1_elong
AMPE_HUMAN_A_1_elong	AMPE_HUMAN_A_1_elong
YER90_YEAST_A_1_elong	YER90_YEAST_A_1_elong
COX6A_ARATH_A_1_elong	COX6A_ARATH_A_1_elong
Y1661_ARATH_A_1_elong	Y1661_ARATH_A_1_elong
Q9STW1_ARATH_A_1_elong	Q9STW1_ARATH_A_1_elong
CHST2_HUMAN_A_1_elong	CHST2_HUMAN_A_1_elong
B3GL1_HUMAN_A_1_elong	B3GL1_HUMAN_A_1_elong
Y2992_ARATH_A_1_elong	Y2992_ARATH_A_1_elong
ATL19_ARATH_A_1_elong	ATL19_ARATH_A_1_elong
Y5241_ARATH_A_1_elong	Y5241_ARATH_A_1_elong
Y5241_ARATH_A_1_elong	ITA10_HUMAN_A_1_elong
SC61B_ARATH_A_1_elong	SC61B_ARATH_A_1_elong
CRK19_ARATH_A_1_elong	CRK19_ARATH_A_1_elong
CRK19_ARATH_A_1_elong	CRK20_ARATH_A_1_elong
FMP25_YEAST_A_1_elong	FMP25_YEAST_A_1_elong
RLP22_ARATH_A_1_elong	RLP22_ARATH_A_1_elong
RLP22_ARATH_A_1_elong	RLP25_ARATH_A_1_elong
TNFL4_HUMAN_A_1_elong	TNFL4_HUMAN_A_1_elong
LRL14_ARATH_A_1_elong	LRL14_ARATH_A_1_elong
LMAN2_HUMAN_A_1_elong	LMAN2_HUMAN_A_1_elong
MNT4_YEAST_A_1_elong	MNT4_YEAST_A_1_elong
PCD18_HUMAN_A_1_elong	PCD18_HUMAN_A_1_elong
Q7Y229_ARATH_A_1_elong	Q7Y229_ARATH_A_1_elong
PD1L2_HUMAN_A_1_elong	PD1L2_HUMAN_A_1_elong
F4JSI0_ARATH_A_1_elong	F4JSI0_ARATH_A_1_elong
IMP2_YEAST_A_1_elong	IMP2_YEAST_A_1_elong
CRK32_ARATH_A_1_elong	CRK32_ARATH_A_1_elong
ZFPL1_HUMAN_A_1_elong	ZFPL1_HUMAN_A_1_elong
ATG32_YEAST_A_1_elong	ATG32_YEAST_A_1_elong
MGT4D_HUMAN_A_1_elong	MGT4D_HUMAN_A_1_elong
B0G154_DICDI_A_1_elong	B0G154_DICDI_A_1_elong
TMM83_HUMAN_A_1_elong	TMM83_HUMAN_A_1_elong
OTULL_HUMAN_A_1_elong	OTULL_HUMAN_A_1_elong
HSL2_ARATH_A_1_elong	HSL2_ARATH_A_1_elong
AT21C_ARATH_A_1_elong	AT21C_ARATH_A_1_elong
NDUA1_HUMAN_A_1_elong	NDUA1_HUMAN_A_1_elong
Q54U95_DICDI_A_1_elong	Q54U95_DICDI_A_1_elong
Q556W9_DICDI_A_1_elong	Q556W9_DICDI_A_1_elong
FRB1_ARATH_A_1_elong	FRB1_ARATH_A_1_elong
Q9SNA0_ARATH_A_1_elong	Q9SNA0_ARATH_A_1_elong
S31D3_HUMAN_A_1_elong	S31D3_HUMAN_A_1_elong
S31D3_HUMAN_A_1_elong	S31D4_HUMAN_A_1_elong
S31D3_HUMAN_A_1_elong	S31D1_HUMAN_A_1_elong
STX8_HUMAN_A_1_elong	STX8_HUMAN_A_1_elong
YQJD_ECOLI_A_1_elong	YQJD_ECOLI_A_1_elong
NR3L1_HUMAN_A_1_elong	NR3L1_HUMAN_A_1_elong
OST4_YEAST_A_1_elong	OST4_YEAST_A_1_elong
FTSH_ECOLI_A_2_elong	FTSH_ECOLI_A_2_elong
F4JKP9_ARATH_A_1_elong	F4JKP9_ARATH_A_1_elong
F4JKP9_ARATH_A_1_elong	Q6NM29_ARATH_A_1_elong
TPP1_ARATH_A_1_elong	TPP1_ARATH_A_1_elong
TPP1_ARATH_A_1_elong	TPP2_ARATH_A_1_elong
HLPDA_HUMAN_A_1_elong	HLPDA_HUMAN_A_1_elong
KCNE4_HUMAN_A_1_elong	KCNE4_HUMAN_A_1_elong
KHDC1_HUMAN_A_1_elong	KHDC1_HUMAN_A_1_elong
YSP2_YEAST_A_1_elong	YSP2_YEAST_A_1_elong
YM122_YEAST_A_1_elong	YM122_YEAST_A_1_elong
SECE1_ARATH_A_1_elong	SECE1_ARATH_A_1_elong
FK115_ARATH_A_1_elong	FK115_ARATH_A_1_elong
CYF_ARATH_A_1_elong	CYF_ARATH_A_1_elong
PTXB_ECOLI_A_1_elong	PTXB_ECOLI_A_1_elong
LRK17_ARATH_A_1_elong	LRK17_ARATH_A_1_elong
GUX5_ARATH_A_1_elong	GUX5_ARATH_A_1_elong
ATF6A_HUMAN_A_1_elong	ATF6A_HUMAN_A_1_elong
EN113_HUMAN_A_1_elong	EN113_HUMAN_A_1_elong
EN113_HUMAN_A_1_elong	ENK6_HUMAN_A_1_elong
EN113_HUMAN_A_1_elong	ENK24_HUMAN_A_1_elong
EN113_HUMAN_A_1_elong	ENK11_HUMAN_A_1_elong
EN113_HUMAN_A_1_elong	ENK11_HUMAN_B_1_elong
EN113_HUMAN_A_1_elong	ENK19_HUMAN_A_1_elong
EN113_HUMAN_A_1_elong	ENK21_HUMAN_A_1_elong
EN113_HUMAN_A_1_elong	ENK18_HUMAN_A_2_elong
EN113_HUMAN_A_1_elong	ENK9_HUMAN_A_1_elong
EN113_HUMAN_A_1_elong	ENK25_HUMAN_A_4_elong
EN113_HUMAN_A_1_elong	ENK7_HUMAN_A_1_elong
Y1472_METJA_A_1_elong	Y1472_METJA_A_1_elong
PXC3_ARATH_A_1_elong	PXC3_ARATH_A_1_elong
TORY_ECOLI_A_1_elong	TORY_ECOLI_A_1_elong
PBPA_ECOLI_A_1_elong	PBPA_ECOLI_A_1_elong
Q55EN8_DICDI_A_1_elong	Q55EN8_DICDI_A_1_elong
PME61_ARATH_A_1_elong	PME61_ARATH_A_1_elong
TBL42_ARATH_A_1_elong	TBL42_ARATH_A_1_elong
ULI1_YEAST_A_1_elong	ULI1_YEAST_A_1_elong
PCDAB_HUMAN_A_1_elong	PCDAB_HUMAN_A_1_elong
PCDAB_HUMAN_A_1_elong	PCDA5_HUMAN_A_1_elong
PCDAB_HUMAN_A_1_elong	PCDA6_HUMAN_A_1_elong
PCDAB_HUMAN_A_1_elong	PCDA1_HUMAN_A_1_elong
PCDAB_HUMAN_A_1_elong	PCDA8_HUMAN_A_1_elong
PCDAB_HUMAN_A_1_elong	PCDAA_HUMAN_A_1_elong
PCDAB_HUMAN_A_1_elong	PCDAD_HUMAN_A_1_elong
PCDAB_HUMAN_A_1_elong	PCDA4_HUMAN_A_1_elong
PCDAB_HUMAN_A_1_elong	PCDA3_HUMAN_A_1_elong
PCDAB_HUMAN_A_1_elong	PCDA2_HUMAN_A_1_elong
PCDAB_HUMAN_A_1_elong	PCDAC_HUMAN_A_1_elong
PCDAB_HUMAN_A_1_elong	PCDA7_HUMAN_A_1_elong
PCDAB_HUMAN_A_1_elong	PCDA9_HUMAN_A_1_elong
F4HXZ8_ARATH_A_1_elong	F4HXZ8_ARATH_A_1_elong
Y1923_DICDI_A_1_elong	Y1923_DICDI_A_1_elong
YDHJ_ECOLI_A_1_elong	YDHJ_ECOLI_A_1_elong
B3GN4_HUMAN_A_1_elong	B3GN4_HUMAN_A_1_elong
P4H3_ARATH_A_1_elong	P4H3_ARATH_A_1_elong
Y5537_ARATH_A_1_elong	Y5537_ARATH_A_1_elong
RN167_HUMAN_A_1_elong	RN167_HUMAN_A_1_elong
FPRP_HUMAN_A_1_elong	FPRP_HUMAN_A_1_elong
RDHE2_HUMAN_A_1_elong	RDHE2_HUMAN_A_1_elong
Q55EH0_DICDI_A_1_elong	Q55EH0_DICDI_A_1_elong
TREM1_HUMAN_A_1_elong	TREM1_HUMAN_A_1_elong
C519B_DICDI_A_1_elong	C519B_DICDI_A_1_elong
TATA_ECOLI_A_1_elong	TATA_ECOLI_A_1_elong
UBX3_YEAST_A_1_elong	UBX3_YEAST_A_1_elong
Q9LNL3_ARATH_A_1_elong	Q9LNL3_ARATH_A_1_elong
SIA2_ARATH_A_1_elong	SIA2_ARATH_A_1_elong
Q9FGG7_ARATH_A_1_elong	Q9FGG7_ARATH_A_1_elong
HOKC_ECOLI_A_1_elong	HOKC_ECOLI_A_1_elong
HOKC_ECOLI_A_1_elong	MOKC_ECOLI_A_1_elong
P3IP1_HUMAN_A_1_elong	P3IP1_HUMAN_A_1_elong
Q54DA0_DICDI_A_1_elong	Q54DA0_DICDI_A_1_elong
Q54F75_DICDI_A_1_elong	Q54F75_DICDI_A_1_elong
MUC15_HUMAN_A_1_elong	MUC15_HUMAN_A_1_elong
ESMD1_ARATH_A_2_elong	ESMD1_ARATH_A_2_elong
ESMD1_ARATH_A_2_elong	OFUT4_ARATH_A_2_elong
CX6A2_HUMAN_A_1_elong	CX6A2_HUMAN_A_1_elong
FDFT_HUMAN_A_1_elong	FDFT_HUMAN_A_1_elong
MET_HUMAN_A_1_elong	MET_HUMAN_A_1_elong
OTOF_HUMAN_A_1_elong	OTOF_HUMAN_A_1_elong
SIA8D_HUMAN_A_1_elong	SIA8D_HUMAN_A_1_elong
FKBP3_DICDI_A_1_elong	FKBP3_DICDI_A_1_elong
P2C70_ARATH_A_1_elong	P2C70_ARATH_A_1_elong
P2C70_ARATH_A_1_elong	F4K124_ARATH_A_1_elong
ALG11_YEAST_A_1_elong	ALG11_YEAST_A_1_elong
F4JCN4_ARATH_A_1_elong	F4JCN4_ARATH_A_1_elong
NFXL2_ARATH_A_1_elong	NFXL2_ARATH_A_1_elong
